Label,Mail
0,"job offering job openings in spoken language application development unisys corporation paoli , pennsylvania we are looking for developers who will work on applications in the area of spoken language understanding systems . candidates should have a master 's or ph . d . degree in linguistics or computer science , be competent in the prolog programming language , and have some background in computational linguistics and artificial intelligence . experience in one or more of the following areas is desirable : linguistic analysis ( particularly syntax and semantics ) expert systems user interfaces / human factors speech recognition in-depth knowledge of languages other than english developers will extend existing natural language understanding software to work in a wide variety of new applications , including adding new vocabulary , extending the grammar , and creating new interfaces between the natural language system and existing software systems . contact : debbie dahl unisys east coast development center ms e140 - 4 2476 swedesford rd . paoli , pa 19301 dahl @ tr . unisys . com
"
0,"re : 6 . 132 innateness don churma writes : "" this elephant is too big for any one "" blind man "" to figure out alone ! "" probably true , especially for this blind man , but we probably should keep our hands firmly in contact with the beast anyway . for me , this means taking to heart warnings such as michael studdert - kennedy 's : "" characteristic motor systems have evolved for locomotion , predation , consumption , mating . matching perceptual systems have evolved to guide the animan in these activities . the selection pressure shaping each species ' perceptuomotor capacities have come , in the first instance , from physical properties of the world . by contrast , these perceptuomotor capacities themselves must have played a crucial role in the form of a social species ' communication system . . . . certainly , specialized neuroanatomical signaling devices have often evolved , but they have typically done so by modifying pre-existing structures just enough for them to perform their new function without appreciable loss of their old . . . . language has evolved within the constraints of pre-existing perceptual and motor systems . we surrender much of our power to understand that evolution if we disregard the properties of those systems . "" and . . . "" if there is indeed a universal set of linguistic features that owes nothing to the nonlinguistic capacities of talkers and listeners , their biological origin must be due to some quantal evolutionary jump , a structure producing mutation . while modern biologists may look for favorably on evolutionary discontinuities that did darwin , we are not justified in accepting discontinuity until we have ruled continity out . this has not been done . on the contrary , the primacy of linguistic form has been a cardinal , untested assumption of modern phonology - - with the result that phonology is sustained in grand isolation from its surrounding disciplines . "" sherman wilcox dept . of linguistics university of new mexico
"
0,"ipa , austerlitz i learned phonetics and phonetic field technique from robert austerlitz ( 1923-1994 ) . after reading joseph stemberger 's comments on ipa and democratizing the process of standarizing phonetic writing ( in linguist 6 . 185 ) , i thought about how austerlitz taught . austerlitz never asked us to memorize ipa or any other system . instead , he taught us several different systems of notation all at once . he expected us to be able to describe sounds by place of articulation , manner of articulation , and so on . we were expected to + know + ipa , of course , and he referred us to several different sources , each of which had a slightly different version of it . but there were no standard systems in his classroom . he was a remarkable teacher and made me a fieldworker . he used a number of symbols that are rarely seen anywhere else . one of his favorites was the cardinal vowel "" 61 "" , by which ( if i remember correctly ) he meant the high back unrounded vowel written "" turned m "" in ipa . this "" 61 "" was merely the letter "" uy "" from the cyrillic alphabet . in his field-technique classes , we were encouraged to make up new symbols to describe what we heard . i remember , during a session with a speaker from shanqhae , he expressed the greatest pleasure when joseph davis wrote the initial consonant of ' cooked rice ' with a digraph made up of a "" v "" with a lowercase "" f "" planted between its arms . this expressed graphically the unusual shanqhae sound that davis had described - it was clearly a labiodental fricative , but somehow sounded both voiced and voiceless at the same time . austerlitz first mentioned that "" they "" in the ipa would say that diacritics could be used to express this , then recounted chao 's claim that many chinese dialects have initial consonants that are in-between voiced and voiceless , and went on to discuss ways that he and others had thought of to write this . actually , though , the use of those ipa voiced / voiceless or breathy voicing diacritics might not be quite right . the "" voiced "" initials in shanqhae lower register words are neither contrastively voiced nor contrastively unvoiced ; the apparent "" breathy semi-voicing "" seems actually to be feature of the + tone + , not the initials . some speakers pronounce it with the initial , some before the initial , some afterwards , some all the way through the syllable , and some not at all . davis ' symbol was a good idea at the time , though , because it expressed this lack of contrast vividly . i have met quite a number of linguists who have complaints about ipa or about the variety of systems in use , but these people hardly ever seem to be fieldworkers . i do n't believe i know any two fieldworkers who use phonetic symbols quite the same way , and most of them do n't seem to care at all . everyone seems to have different preferences ; well , so what ? some people , for instance , can't abide to write the "" h "" for aspiration + above + the line , and write it seemingly as a full segment . others leave the "" h "" out altogether , saying that ( in english , for instance ) it need not be written explicitly . the chinese tend to write aspiration with the reversed apostrophe of greek , probably continuing the tradition of older systems of romanization . the chinese , in fact , have a whole class of vowels - frictionless sibilants - that have n't made their way into ipa , as well as a special set of alveolo-palatal consonants . are these really necessary ? maybe not , but the chinese are not going to give them up ; be sure of that . for my part , i dislike plain schwa - i prefer to use the four schwa-area vowels ( close-mid and open-mid , rounded and unrounded ) that ipa now recognizes , and even before they became official i was using some of their current symbols , although i sometimes used special diacritics with schwa , too . these vowels are important in some of the areas where i work , in rural fwujiann . but every chinese dialectologist i know uses schwa like mad , and for a number of vowels that i consider quite distinct . we understand each other , though . fieldworkers are basically explorers . for the most part we do not go into the field to codify the known , but search for the unknown . we play with our symbols , try different ways of writing things , develop habits of transcription that are as distinctive as handwriting and reflect different ways of interpreting sounds . it is natural in these circumstances that different standards should take shape . fieldwork is an adventure , and transcriptional practice reflects that . i can't imagine why anyone thinks we need a single , "" democratically devised "" standard . ipa of some sort is good enough for most people who actually use it , and if someone does n't like it , he or she will borrow from some other tradition - american , perhaps - or invent another . if i want to look at that person 's notes , i will just learn the system - it might take as long as 10 minutes - and that will be that . where is the problem ? why should i trade my freedom of transcriptional expression for a rigid code ? why would that benefit me ? no , the "" chaos of multiple standards "" that stemberger mentions does n't bother me at all . there + are + two things that do bother me , though . one is the frequent changes in ipa that have been bandied about recently . when the kiel version of ipa was first promulgated , i was aghast at the large number of weird-looking symbols . then came the revision of kiel , and things were different again . i do n't mind adjustments , as long as they are introduced very gradually . like the agreement a couple of years ago that + either + way of writing "" g "" was acceptable - that only took a few decades to get straight . the idea that lots of changes have to be introduced and introduced right away frightens me a little . that is n't to say i do n't enjoy hearing the different proposals people advocate , but i will probably still stick to my own transcriptional habits , even so . the other thing that bothers me is the mob of systematizers , standardizers , formalists , and unificationists who seem to pop up everywhere in linguistics like dandelions by the side of the road . to my mind , formal systematization is the enemy of good fieldwork . and if a democratic vote + is + ever taken on the subject of phonetic alphabets , i hereby move that it be restricted to people who do a + minimum of 100 hours of fieldwork or acoustic measurement + every year for their own , fresh research . as for the rest of you - you are welcome to listen , enjoy the show , but please do n't try to tell me my business . david prager branner , yuen ren society asian l&l , do-21 , university of washington seattle , wa 98195 ( charmii @ u . washington . edu )
"
1,"free marketing & money secrets / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / you have been selected to receive this message because of your presence on the world wide web . this is a one time message only . the sender has already removed you from any future mailings . but to be sure of compliance , just reply to the address below to be removed from the mailing list . / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / attention : we spend alot of time targeting our mailings so that we reach the right people . if we have reached you in error , we are sorry for the inconvenience . thank you for your patience . dear friend , are you not fulfilling your financial dreams ? if you want to make more money by working for only a few hours each week ; what i am about to offer you is a chance to see a free website that can help you fulfill your financial goals . http : / / www . freeyellow . com / members4 / marketonline / index . html this website offers links to excellent business opportunities that just can't be passed up . you can even get a free website , and receive free valuable marketing tips on how to attract customers to your site . i believe them to be the best opportunities out there . but do n't take my word for it . come see this site for yourself . http : / / www . freeyellow . com / members4 / marketonline / index . html you have nothing to lose , and everything to gain . best wishes , marketing online associates p . s . opportunities are never lost , just found by someone else ! * * * to be removed from this mailing list , just email to this address marketingoa @ backpackers . com with the subject "" cancel ""
"
1,"affordable family dental care with over 30 , 000 dentists nationwide we ' ll have one near you . for about $ 10 . 00 a month your family will save an average of 30-80 % on all dental procedures . includes : * routine cleaning and polishing , fillings , root canals , crowns , dentures , braces . * new sealants to prevent cavities . * cosmetic dentistry such as teeth whitening and veneers . * no paperwork , all pre-existing dental problems qualify with no waiting periods * toll - free doctor locator number . for further details please call 1-800 - 463-6021 please refer to id code - - - jj0521 p . s . call in for details before may 28th and with your dental plan receive the optical plan free ! thank you .
"
0,"summary : parsing of ambiguous sequences in v2 languages below is a list of references that i received in response to my query about the parsing of ambiguous svo / ovs sequences in v2 languages . many thanks to the following linguists for their quick and informative replies : gisbert fanselow , edith kaan , inge lasser , ming wei lee , michael meng , weijia ni , herbert schriefers and craig thiersch . @ article { bader94 , author = "" markus bader "" , year = 1994 , title = "" syntactic function ambiguities "" , journal = "" folia linguistica "" , volume = "" 28 / 1 - - 2 "" , pages = "" 5 - - 66 "" , } @ unpublished { bayer / marslen-wilson 92 , author = "" josef bayer and william marslen - wilson "" , year = 1992 , title = "" configurationality in the light of language comprehension : the order of arguments in { g } erman "" , note = "" university of leipzig and birbeck university college london "" , } @ incollection { crocker94 , author = "" matthew w . crocker "" , year = 1994 , title = "" on the nature of the principle-based sentence processor "" , editor = "" c . clifton and lyn frazier and k . rayner "" , booktitle = "" perspectives on sentence processing "" , address = "" new york "" , publisher = "" lawrence erlbaum "" , note = "" only brief discussion of svo vs . ovs "" , } @ unpublished { gorrell95 , author = "" paul gorrell "" , year = 1995 , title = "" parsing theory and word-order variation in { g } erman "" , note = "" ms . , universit { \ "" a } t potsdam "" , } @ book { farke94 , author = "" h . farke "" , year = 1994 , title = "" grammatik und { s } prachverarbeitung . { z } ur { v } erarbeitung syntaktischer { a } mbiguit { \ "" a } ten "" , address = "" opladen "" , publisher = "" westdeutscher verlag "" , } @ incollection { farke / felix94 , author = "" h . farke and sascha w . felix "" , year = 1994 , title = "" subjekt - { o } bjektasymmetrien in der { s } prachverarbeitung "" , editor = "" sascha w . felix and ch . habel and g . rickheit "" , booktitle = "" kognitive { l } inguistik . { r } epr { \ "" a } sentationen und { p } rozesse "" , address = "" opladen "" , publisher = "" westdeutscher verlag "" , } @ article { frazier87 , author = "" lyn frazier "" , year = 1987 , title = "" processing syntactic structures : evidence from { d } utch "" , journal = nllt , volume = 5 , pages = "" 519 - - 559 "" , } @ article { frazier93 , author = "" lyn frazier "" , year = 1993 , title = "" processing { d } utch sentence structures "" , journal = "" journal of psycholinguistic research "" , volume = 22 , pages = "" 83 - - 108 "" , } @ article { frazier / flores89 , author = "" lyn frazier and g . flores d ' arcais "" , year = 1989 , title = "" filler - driven parsing : a study of gap-filling in { d } utch "" , journal = "" journal of memory and language "" , volume = 28 , pages = "" 331 - - 344 "" , } @ mathesis { haverkort86 , author = "" marco haverkort "" , year = 1986 , title = "" parasitic gaps : multiple variable binding , connectedness , { atb } or chain composition "" , school = "" university of nijmegen "" , } @ phdthesis { hemforth92 , author = "" b . hemforth "" , year = 1992 , title = "" kognitives { p } arsing "" , school = "" ruhr - universit { \ "" a } t , bochum "" , } @ incollection { hemforth-et - al93 , author = "" b . hemforth and l . konieczny and g . strube "" , year = 1993 , title = "" incremental syntax processing and parsing strategies "" , booktitle = "" proceedings of the { xv } th annual conference of the { c } ognitive { s } cience { s } ociety "" , address = "" hilldale "" , publisher = "" lawrence erlbaum "" , } @ book { jansen81 , author = "" f . jansen "" , year = 1981 , title = "" syntaktische konstrukties in gesproken taal "" , address = "" amsterdam "" , publisher = "" huis aan de drie grachten "" , } @ incollection { jordens91 , author = "" p . jordens "" , year = 1991 , title = "" linguistic knowledge in second language acquisition "" , editor = "" l . eubank "" , booktitle = "" point counterpoint : { u } niversal { g } rammar in the second language "" , address = "" amsterdam "" , publisher = benjamins , } @ unpublished { kaan93 , author = "" edith kaan "" , year = 1993 , title = "" processing { d } utch main clauses : a self-paced reading study "" , note = "" ms . , university of { g } roningen "" , } @ unpublished { lamers-et - al95 , author = "" m . j . a . lamers and l . a . stowe and th . c . gunter "" , year = 1995 , title = "" parsing { d } utch sentences : { svo } versus { ovs } structure "" , note = "" poster presented at the 8th { cuny } { c } onference on { h } uman { s } entence { p } rocessing , { t } ucson "" , } @ unpublished { mecklinger-et - al-in - press , author = "" a . mecklinger and h . schriefers and k . steinhauer and a . friederici "" , year = "" in press "" , title = "" the processing of relative clauses varying in syntactic complexity and semantic plausibility : an analysis with event related potentials "" , journal = "" memory and cognition "" , volume = "" "" , pages = "" "" , note = "" ms . , university of berlin "" , } @ book { nieuwborg68 , author = "" e . nieuwborg "" , year = 1968 , title = "" de distributie van het onderwerp en het lijdend voorwerp "" , address = "" antwerp "" , publisher = "" plantyn "" , } @ article { schriefers-et - al-in - press , author = "" h . schriefers and a . d . friederici and k . k { \ "" u } hn "" , year = "" in press "" , title = "" the processing of locally ambiguous clauses in { g } erman "" , journal = "" journal of memory and language "" , volume = "" "" , pages = "" "" , } @ article { vincenzi91 , author = "" m . { de vincenzi } "" , year = 1991 , title = "" filler - gap dependencies in a null subject language : referential and nonreferential { wh } s "" , journal = "" journal of psycholinguistic research "" , volume = 20 , pages = "" 197 - - 213 "" , }
"
0,"sum : greek l1 content - length : 1735 a couple of weeks ago i asked the list for references to greek l1 acquisition . i got a number of responses , all pointing to the same few authors : ianthi - maria tsimply ( 1992 ) "" funtional categories and maturation : the prefunctional stage of language acquisition . "" phd thesis , ulc ursula stephany ( 1985 ) aspekt , tempus , modalitaet . tuebingen : narr _ _ _ _ ( 1995 ) the acquisition of modern greek . in d . i . slobin ( ed ) crosslinguistic study of language acquisition , vol . 4 _ _ _ _ data in childes gaberel drachman dealt with phonologial aspects of greek l1 in the 70 's ; papers are presumably published in the ohio working papers and in austrian phonologica during that time . i would like to thank neil smith , bob ingria , heike behrens , dan slobin wim zonneveld , yorgos xydopoulos and harriet jisa for their help . ( the order of my thanks is due to the order the mesages came in : ) susanne dopke ( phd ) linguistics monash university clayton vic 3168 australia ph : 61 - 3-9052298 fax : 61 - 3-9052294
"
1,"do you need to know his or her background ? ? ? ? ? ? locate anyone anywhere in usa * * * * * * * old friends lost loved ones deadbeat dads and moms our fee is $ 50 . 00 ( for locating ) other searches we perform are : assets criminal background marriage / divorce workmen compensation business credit reports drivers license records non - published phone numbers national real estate social security death file bankruptcy liens and judgments corporation profiles national credit reports personal or corporate pre - employment background pre - trial comprehensive reports non - published phone # s bank asset information safe deposit searches stocks , bonds , etc . search usa for more information call 1-888 - 464-5458 - ask for mr . jenkins * visa / master / discovery cards accepted 24 hour service * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
"
1,"unlimited cash & millions in your mail this is not a spamm . this is was sent to someone who share the interest of money making programs . if this reach you by error , please accept my apology . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dear friend , this is one of the great money making program over the net and the only one i have earned money with . the advantage of this program is that all the money directed to your mailing address without intrusion of a third party . for details , just visit http : / / www . freeyellow . com / members2 / wp15 / index . html visit here for $ 10 give away : http : / / www . freeyellow . com / members2 / wp15 / page1 . html my best wishes to you warmest regards ,
"
1,"your invited ! hello : my name is chrissie . i ' m an 18 year old student with a fantastic body that i just love to show off ! i just started working at this place where you can see me live on your computer & i will do whatever you want ! come check me out , it 's free to try out ! click here to get your preview . thanks alot !
"
0,"lg & species the language & species discussion has not recurred this week , but i had already prepared the following , which i think would be of general enough interest to the recurrent misunderstandings about innateness and human language to publish on the list . since my last posting on the language & species discussion i have received some interesting comments and checked on the reference that i had in mind ( since i own a copy ) . the reference is a volume called "" speaking of apes : a critical anthology of two - way communication with man "" . eds . t . a . sebeok & jean umiker - sebeok . ny : plenum press , 1980 . in it is chomsky 's article : "" human language and other semiotic systems . "" pp . 429-40 . chomsky 's article is pretty much as i remembered it , but with a great many other observations on the nature of human language , characteristic of his concept of human language , which contrast / s with what the animal psychologists of the time had taught apes ( and perhaps even thought of teaching them ) , e . g . , potentially infinite embedding of phrases within other phrases . beyond that , he challenges the notion that human language is ( merely / primarily ) a system for ( social ) communication , which serves his notion of the inappropriateness of comparing human language with animal systems of communication for drawing conclusions about the evolution of human language ( and may also imply that it is a strictly human device for interpreting external stimuli and "" thinking "" ) . incidentally , my rereading of the article changed my earlier impression that chomsky lacked "" grace "" in not explicitly acknowledging the accomplishments and discoveries of animal psychologists , to a perception that such explicitness would be irrelevant and distracting to the points he wanted to make . of course he could n't help activating involuntary visceral hostility in some researchers when he accused them of lack of logic in their arguments , but that is another matter . most interesting was his final position that regardless of what apes may prove capable of learning , he saw evidence for a qualitative distinction between the human and ape natural intellectual endowment in the fact that humans acquire most ( syntactic ) properties of language without ( even the possibility of ) explicit teaching , while apes obviously do not , despite the "" evolutionary advantages "" ( c 's phrase ) that it would bestow on them . i particularly liked the last sentence of the following passage : "" now it is difficult to imagine that children learning english receive specific instruction about these matters , or even that they are provided with relevant experience . in fact , we find that while children make many errors in language learning , they never make such mistakes as these : they never assume , until corrected , that "" the candidates wanted me to vote for each other "" means that each candidate wanted me to vote for the other . in fact , relevant experience is never presented for most speakers of english , * just as no pedagogic grammar would ever point out these facts . * "" p . 432 to tell the truth , i do n't get the error in the example ( maybe because i ' ve never been corrected ? ) , but i get the point . it 's the point about anaphoric reference that i mentioned in the last posting ( though i think the passage is trying to rely on some point about syntactic embedding of anaphora of the type common at the time among generativists , cf . the parallel reflexive "" the candidate wanted me to vote for ? him - / herself [ unstressed ] "" ) . in any case , one might argue ( i would not ) that there is an anthropocentric bias inherent in chomsky 's perspective on the "" evolutionary advantage "" of human language - - i would suppose stemming from what i think is the evolutionary tenet that whatever promotes indefinite increase of the population of a species is an evolutionary advantage , since that is supposed to maximise the chance that at least some of the members of the species will survive to continue the reproduction of the species . i guess an objection might be that in some sense apes "" know "" something that we do n't know that makes them shy away from retaining or developing something like human language , e . g . , that the technological advances allowed by human social organization and motivation facilitated by language will eventually lead to our extinction , a notion that would probably have evoked more rhetorical sympathy in the mid 1980s when fear of nuclear holocaust peaked ( or more persistently but less clearly the malthusian notion that uncontrolled human population increase puts dangerous pressure on the ecological support system ) . i doubt such an objection has any chance of being taken seriously ( in the form just given at least ) by the scientific spirit . imagine the unimaginable that some human society ( any human society ) came to this conclusion and rejected human language as ultimately threatening to the species . even so , i would guess that the innateness hypothesis would predict that humans would still not be able to "" help "" learning and manifesting language ( manifesting - - ) learning by future generations ) , and if that would contribute to eventual extinction , too bad . nothing in evolutionary theory prevents "" defective "" aberrations from arising . the species with them would simply arise and then disappear ( relatively quickly ? ) . however , i ' m sure humans are constitutionally incapable of seeing the human language faculty as such an injurious aberration - - i can't . at worst i can only see it as a possible means of salvation from the jeopardy that some of our more sinister instincts may have placed us in . forgive me for even inventing what i consider an idle and repulsive speculation - - but i think it throws in relief what might be inferred in assessing chomsky 's ultimate argument as i understand it . the simple summation of chomsky 's argument is : if apes are capable of learning "" human "" language , why do n't they ( do it naturally - - like people do ) ? probably more interesting and arguable to the list discussion is chomsky 's point of distinguishing "" human language "" and "" language "" . chomsky sees human language as a subject for scientific inquiry with properties which are quite specific , including the syntactic properties of reference , embedding , etc . that we are all familiar with as current linguists . in contrast , my understanding of the article is that he sees "" language "" as a non-scientific concept , something vague and not even promising as a potential scientific field of inquiry . in this vein , he concedes that apes and many other animals may - - in fact , he does not doubt - - make use of symbolic systems ( semiotic systems ) apparently comparable in principle to the lexical component of language in some way , though less extensive , and , if i understand , less discrete ( in the linguistic sense of "" discrete "" ) . and he supposes that such symbolic systems in other animals may be related to shared intellectual capacities of humans and these other animals , but that with humans they interact with distinctive linguistic capacities ( among the latter i suppose the way lexicon fills in more abstract linguistic categories in grammatical derivations ) . in an illustrative passage ( p . 437 ) he objects to the gardners ' characterisation of teaching apes to use ameslan lexical signs as teaching them ameslan as a ( human ) language . by the way , he considers acquisition of the sign for "" and "" as trivial , with respect to comparison with human language . i do n't suppose that that is meant to detract from recognition of the apes ' ability to grasp this "" logical operation "" ( by human definition ) - - but that such recognition is irrelevant to an appreciation of what is distinctive about human language ( well , at least we now know that the "" logical "" concept "" and "" is not distinctive to humans - - the concept "" plural "" , then , probably is n't either - - more problematic is the concept "" dual "" as far as i know - - have apes been taught to count ? hey ! last time i looked i had three identical rubber ducks , now i only have two ! ) . in sum , then , chomsky has a very specific and single-minded notion of human language which allows him to immediately "" see through "" claims about animal manifestations of "" language "" , just as it had earlier allowed him to criticise ( and condemn ) skinner 's notions about the "" nature "" of human language . i think the usual difficulty in seeing his point is not so much in the persistence of linguistic debate about whether and to what extent "" autonomous syntax "" is a valid notion ( let 's not get into that here ) , but in the intuitive notion among linguists , as well as everybody else , that lexicon is a major "" part "" of "" human language "" . it is certainly not the part that chomsky associates with the distinctive innate human faculty of language . rather , the innate faculty is somewhere in the systems which organise combinations of signs , that "" somewhere "" being crucial to whether or not there is an evolutionary discontinuity between human language and animal potentials for "" language "" . of course , another source of resistance to the idea of an innate human language faculty is a generalised sneaking suspicion that anything that proposes to set humans apart from other animals in a fundamental way is self-deluding anthropocentric self - aggrandising propaganda , cf . the discredited ( i think ) argument against the heliocentric theory of the solar system that humans are the "" center "" of creation and therefore their location must be at the pivot of the material universe . while sneaking suspicions are certainly appropriate issues to bring up for something as informal as the ling . list discussion , it is not clear to me how it fits in to more formal scientific argument . misguided as a source of resistance would be the idea floated in the kant / innate discussion that a theory that something is "" innate "" is a killer to further attempts at "" explanation "" . the killer to explanation is the "" just "" in "" that 's just the way things are "" . on the contrary , take out the "" just "" and there would be nothing to explain if there were no "" that 's the way things are "" . if we get confused about this , it 's because , as scientists we don ' t know how things are , and our "" explanations "" are hypotheses to test if things are the way we think they are . i forgot what the context of kant 's discussion of "" explanation "" was , but in the context of "" pure "" reason it would have to be the "" just "" . in "" practical "" reason i suppose whatever aids remembering the "" facts "" is sufficient "" explanation "" . finally , a message from massimo piattelli - palmarini , director of the dept of cognitive science at the istituto san raffaele in milan , alerted me that among the discussion of comparisons between human and ape cognition relevant to language capacity , "" the truly definitive piece is by mark seidenberg and laura petitto in cognition , vol 7 , 1979 , pp . 177-215 . "" although this article was published before the volume i referred to above , it was too recent for most of the papers published in that volume to fully discuss , so that there are only glancing references to it in some of the papers . i still have n't read it yet , not that i ' ve even read most of the articles in the sebeok volume . incidentally , massimo reminded me that apes were indeed found to be able to recognise their reflections in mirrors , monkeys not ( and i think i read that in roger fout 's popular book about teaching apes to communicate with humans which came out in the late 70s ) . from what i gather , animal psychologists etc . are not ( or no longer ) hostile to the idea of a discontinuity between human language and what animals are capable of , but remain ( why not ? ) interested in discovering of what animals are capable of , and what that might suggest about human evolution . benji
"
0,"the "" hacek "" "" hacek "" is the diminutive of the czech word "" hak "" , meaning hook . if i ' m not mistaken , a lot of czechs attribute the innovation to the religious and linguistic reformer jan hus ( 1369 ? - 1415 ) . my sources , however , have him introducing a dot over the letters to indicate palatalization rather than a hacek . one of my czech pedagogical grammars claims haceks were appearing in czech manuscripts in the late 13th century , while another explains that the language 's diacritical conventions stabilized around the end of the 16th century , and that publications of the church of the czech brethren used haceks rather than hus 's dots . any of those who introduced the hacek could , in my uneducated opinion , have seen haceks in hebrew manuscripts like those described in alice faber 's recent posting , but we do n't know that . by the way , i ' ve recently seen haceks used in phonological renderings of swiss german in journals from berne dating around 1920 ( "" beitraege zur schweizerdeutschen grammatik "" ) . last year i also saw in the czech press one or two essays by czech jounalists stationed overseas who complained about the peculiarity of haceks ( e . g . , they ' re not found on most international typewriter keyboards ) and how it would make their lives easier if the czechs would adopt some more "" ordinary "" way of rendering the sounds in question . i very much doubt , however , that their opinion is much shared by their colleagues and compatriots . james kirchner
"
0,"re : 6 . 161 qs : cree , new guinea language , karcevskij , dick armey re : dick , dick armey has anyone done any 007 sleuthing on the time gap between the error and correction ? has armey made such errors before ? what about the prosody ? is there a tune called "" begin the harangue "" with a hard g ? bill king univ . of arizona disclaimer : i know how to pronounce barney frank .
"
0,"job posting linguistics department - simon fraser university . applications are being accepted for a tenure-track position at the rank of assistant or associate professor , for appointment commencing september 1 , 1995 , subject to final approval of funding . the successful candidate will be expected to assume a leadership role the university 's new language centre , which is being developed to promote innovative approaches to language learning in the university , especially through developing facilities employing new instructional technologies , and to foster ongoing research into second language acquisition at the university level . candidates should hold a ph . d . in an area relevant to second language acquisition and maintain an active research program in a related area , as well as have significant experience in second language teaching . a specific background in a major asian language is desirable but not essential . applicants should be thoroughly familiar with recent developments in technologically-assisted language learning , and be prepared to direct the development and implementation of learner-centered systems . send a letter of application , curriculum vitae , and sample publications by march 16 , 1995 to : dr . t . perry , chair linguistics department simon fraser university burnaby , b . c . v5a 1s6 canada phone : ( 604 ) 291-3554 , fax : ( 604 ) 291-5659 e - mail : perry @ sfu . ca candidates should arrange for three letters of recommendation to be sent to the department by the deadline . in accordance with canadian immigration requirements , this advertisement is directed to canadian citizens and permanent residents . sfu is committed to the principle of employment equity , and offers equal employment opportunities to qualified applicants ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - tom perry , chair linguistics department simon fraser university burnaby , b . c . v5a 1s6 canada telephone : ( 604 ) 291-3554 ( 604 ) 291-4585 fax : ( 604 ) 291-5659 e-mail : perry @ sfu . ca ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
"
0,"position available : dragon systems ( speech recognition ) research scientist we seek an exceptionally talented scientist to join a team that is creating breakthroughs in research on large-vocabulary conversational speech recognition and its applications . we are prepared to teach the necessary speech science to a ph . d . in physics , mathematics , computer science , or other quantitative science . this scientist must be skilled with computers ( c programming skills desired ) and interested in languages . some knowledge of spanish is preferred and native fluency would be a great asset . promising candidates will be invited to our facility in newton , massachusetts to give a half-hour research seminar on a topic of their choice and to take a programming test . we ' re an affirmative action / equal opportunity employer which recognizes the strength of a diverse workforce . about dragon systems at dragon systems , inc . , the world leader in pc - based speech recognition technology , we ' ve created an open , team-centered environment that enables our people to utilize their expertise in innovative ways . as pioneers in the field , we ' re changing the way people work . as an expanding international company , we ' re looking for motivated individuals to contribute to our drive . at dragon systems , you ' ll experience the freedom to act on your ideas and the support of talented peers . we also foster personal and professional growth through a competitive compensation and benefits package . we hope to fill this position by july 19 , 1995 . please send your resume to : director , human resources , dragon systems , inc . , 320 nevada street , newton , ma 02160 ; fax : ( 617 ) 332-9575 ; email : internet : paul @ dragonsys . com .
"
0,"disc . sex and language dear subscribers : to help in discussing "" sex and language "" , i would like some feedback on were ( if anyplace at all ) we should impose limits on words and ideas - - ie , impose on ourselves benign self-censorship . that talking "" about "" taboo words and ideas is different from using them in their colloquial variations is a simple distinction . i have always felt that academia has been dishonest for lack of forthrightness in dealing with socio / psycho / sexual matters . are there any topics that we can not talk about , and because we can not talk about them , you are unable to say what they are ? should , for example "" jerk "" or "" female "" be exluded because some of us might be offended , others potentially tittilated , by the ultimate body part references in their historical etymologies ? please help , what are the limits of language in this forum in the discussion of "" sex and language "" . what do you think should be and not be off limits ? what part does political correctness play ?
"
